"DayOfWeek","Date Reported","Date Occurred","Time Occurred","Area ID","Reporting District","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay"
5,2023-08-17 00:00:00,2023-08-17 00:00:00,1825,4,457,"0605 4024 3024 3101 3401 3701 3004 3037 3033 3035",13,"M","H",101,230411483,8,18,0
6,2023-08-19 00:00:00,2023-07-28 00:00:00,650,4,448,"3101 3401 3701 0605 3006 3028 4004 3030 3033 3037",22,"M","H",101,230411527,7,6,22
2,2023-08-21 00:00:00,2023-08-21 00:00:00,1248,4,403,"0605 4024 3011 3028 3101 3401 3701 3037 3034 3102",33,"M","H",101,230411581,8,12,0
2,2023-08-22 00:00:00,2023-08-21 00:00:00,2300,4,424,"0605 3011 3028 3030 3032 3035 3037 3101 4004",62,"M","W",406,230411598,8,23,1
6,2023-08-25 00:00:00,2023-08-25 00:00:00,1835,4,423,"0605 3011 3028 3033 3035 3037 3039 3101 4024",40,"M","O",101,230411745,8,18,0
6,2023-08-26 00:00:00,2023-08-25 00:00:00,2055,5,561,"3004 3024 3036 4025",52,"F","H",101,230512718,8,20,1
4,2023-08-23 00:00:00,2023-08-16 00:00:00,630,5,529,"3036 3004 3026 3029 3101",57,"M","H",101,230512350,8,6,7
6,2023-08-18 00:00:00,2023-08-18 00:00:00,230,5,525,"3006 3028 3030 4005",40,"M","H",101,230512408,8,2,0
3,2023-08-15 00:00:00,2023-08-15 00:00:00,830,6,679,"3006 3028 3034 3037 4027",99,"M","H",101,230613880,8,8,0
7,2023-08-22 00:00:00,2023-07-01 00:00:00,1300,6,657,"4027 3004 3028 3030",60,"M","O",101,230614118,7,13,52
2,2023-08-23 00:00:00,2023-08-21 00:00:00,1537,6,622,"4027 3011 3028 3030 3032",77,"F","W",104,230614157,8,15,2
7,2023-08-22 00:00:00,2023-07-01 00:00:00,1253,6,678,"4027 3004 3028 3030",46,"M","W",101,230614120,7,12,52
7,2023-08-19 00:00:00,2023-08-19 00:00:00,315,6,663,"4027 3035 3036 3101 3401 3701 1218 3003 3024",72,"F","B",101,230614021,8,3,0
5,2023-08-12 00:00:00,2023-08-10 00:00:00,1555,7,722,"3035 3037 3101 3401 3701 3004 3026 3029 4027",24,"F","B",101,230713162,8,15,2
3,2023-08-15 00:00:00,2023-08-15 00:00:00,1635,7,773,"3035 3037 3101 3401 3701 3009 3024 4027",29,"M","H",101,230713330,8,16,0
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1455,7,749,"3008 3024 3036 4027 3035 3101 3401 3701",29,"M","H",101,230713423,8,14,0
7,2023-08-12 00:00:00,2023-08-12 00:00:00,1455,7,701,"3006 3028 3030 3035 3037 3101 3401 4027 3701",31,"F","H",101,230713201,8,14,0
1,2023-08-18 00:00:00,2023-07-23 00:00:00,1335,7,745,"3009 3026 3029 3035 3037 3101 3401 3701 4027",34,"M","W",101,230713410,7,13,26
6,2023-08-18 00:00:00,2023-08-18 00:00:00,519,7,763,"3004 3026 3029 3034 4027 3036 3101 3401 3701",65,"M","O",101,230713408,8,5,0
4,2024-02-07 00:00:00,2023-03-15 00:00:00,1900,6,625,"3101 3401 3701 3004 3026 3029 3035 3036 4027",58,"F","H",101,240605859,3,19,329
4,2023-08-23 00:00:00,2023-08-23 00:00:00,1735,7,714,"3401 3701 3004 3028 3033 3034 3037 3101 4027",36,"M","W",101,230713657,8,17,0
4,2023-08-16 00:00:00,2023-08-16 00:00:00,155,8,819,"3401 3701 3103 3014 3024 3034 3037 4027",23,"M","W",101,230813332,8,1,0
4,2023-08-17 00:00:00,2023-08-16 00:00:00,1545,8,804,"4027 3024 3401 3701 3011 3035 3037 3103",55,"M","O",101,230813367,8,15,1
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1455,8,849,"3008 3036 4027",29,"M","H",101,230813398,8,14,0
7,2023-08-20 00:00:00,2023-08-19 00:00:00,1830,8,859,"4027",32,"M","W",101,230813433,8,18,1
7,2023-08-20 00:00:00,2023-08-19 00:00:00,2050,8,841,"3035 3037 3101 3401 3701 3003 3024 4027",71,"F","O",101,230813434,8,20,1
1,2023-08-13 00:00:00,2023-08-06 00:00:00,545,8,861,"3026 3029 4027 3004 3035 3037 3101 3401 3701",62,"M","W",101,230813203,8,5,7
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1320,8,841,"3035 3037 3101 3401 3701 3009 3026 3029 4027",33,"M","W",101,230813397,8,13,0
1,2023-08-20 00:00:00,2023-08-20 00:00:00,40,7,783,"3035 3037 3101 3401 3701 4027 3004 3030 3028",36,"M","H",101,230713464,8,0,0
2,2023-08-22 00:00:00,2023-08-21 00:00:00,1115,8,839,"3006 3028 3030 4027",54,"M","W",101,230813518,8,11,1
3,2023-08-22 00:00:00,2023-08-22 00:00:00,1445,8,842,"3003 3025 4027 3036 3101 3401 3701",49,"F","H",101,230813554,8,14,0
5,2023-08-11 00:00:00,2023-08-10 00:00:00,1945,9,969,"1402 3004 3028 4009 3037 3039 3101",28,"M","W",101,230912841,8,19,1
3,2023-08-08 00:00:00,2023-08-08 00:00:00,915,9,911,"3037 3028 3004 3101 3030 4017",56,"M","B",101,230912734,8,9,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,1320,9,981,"3004 3028 4009 3035",58,"M","W",101,230913139,8,13,0
1,2023-08-06 00:00:00,2023-08-06 00:00:00,205,10,1021,"3004 3026 4026 3037 3038 3602 3101",29,"M","H",101,231012156,8,2,0
4,2023-08-10 00:00:00,2023-08-09 00:00:00,1505,10,1001,"3101 3004 3026 4010 3034 3036",53,"M","B",101,231012424,8,15,1
4,2023-08-12 00:00:00,2023-08-09 00:00:00,1350,10,1063,"3101 3003 3026 4026 3029 3037",73,"F","H",108,231012492,8,13,3
2,2023-08-14 00:00:00,2023-08-14 00:00:00,1,10,1039,"3028 4010 3034 3037 3011 3602 3101",36,"M","W",102,231012518,8,0,0
2,2023-08-14 00:00:00,2023-08-14 00:00:00,1410,10,1017,"4026 3037 3039 3006 3028 3101",40,"F","H",101,231012552,8,14,0
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1355,10,1067,"3004 3025 4026 3029 3033 3035 3036",54,"M","W",101,231012664,8,13,0
3,2023-08-03 00:00:00,2023-08-01 00:00:00,2220,10,1011,"3025 4010 3029 3037 3064 3101",36,"M","H",101,231012029,8,22,2
5,2024-03-22 00:00:00,2023-11-02 00:00:00,1640,12,1203,"4025 3003",16,"M","H",101,241208774,11,16,141
3,2023-08-15 00:00:00,2023-08-15 00:00:00,1620,10,1025,"3011 3028 4026 3032 3037 3039 3101",22,"F","H",108,231012584,8,16,0
1,2023-08-20 00:00:00,2023-08-20 00:00:00,1610,9,915,"3101 3004 3024 4026 3029 3036",81,"M","H",101,230913166,8,16,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,300,10,1039,"3006 3028 4026 3033 3035 3037 3039",49,"F","H",101,231012671,8,3,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,1120,10,1098,"3101 3016 3024 4026 3036",57,"F","W",101,231012676,8,11,0
2,2023-08-14 00:00:00,2023-08-14 00:00:00,1130,11,1148,"0605 3028 3033 3034 3037 3101 4011 3401 3701 3011",25,"M","O",101,231112215,8,11,0
3,2023-08-16 00:00:00,2023-08-15 00:00:00,2240,11,1195,"0605 3101 3401 3701 4011 3033 3037 3011 3028 3039",35,"M","A",108,231112269,8,22,1
5,2023-08-17 00:00:00,2023-08-17 00:00:00,745,11,1171,"3003 3026 3029 3101 4024 0605 3701 3037 3033 3035",16,"F","B",101,231112319,8,7,0
4,2023-08-17 00:00:00,2023-08-16 00:00:00,1030,11,1101,"0605 4024",22,"M","O",101,231112323,8,10,1
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1300,11,1136,"3401 3701 0605 3009 3024 3033 3035 3036 4024 3101",36,"M","H",101,231112355,8,13,0
2,2023-08-22 00:00:00,2023-08-21 00:00:00,825,11,1173,"3101 3401 3701 3036 3033 0605 3006 3028 3034 4024",22,"X","X",101,231112522,8,8,1
3,2023-08-22 00:00:00,2023-08-22 00:00:00,1515,11,1142,"0605 3004 3028 3034 3036 3101 4024 3033",32,"M","H",101,231112532,8,15,0
4,2023-08-24 00:00:00,2023-08-23 00:00:00,1220,11,1151,"3101 3401 3701 0605 3006 3028 4011 3033 3035 3037",33,"F","A",101,231112597,8,12,1
6,2023-08-25 00:00:00,2023-08-25 00:00:00,936,11,1115,"0605 3004 3026 3034 3037 3101 4024",25,"M","H",101,231112640,8,9,0
7,2023-08-26 00:00:00,2023-08-26 00:00:00,745,11,1151,"0605 3004 3028 3032 3034 3037 3101 4024",45,"M","O",101,231112665,8,7,0
5,2023-08-15 00:00:00,2023-07-13 00:00:00,1825,12,1257,"3003 3024 4012 3036",47,"M","H",101,231217692,7,18,33
7,2023-08-19 00:00:00,2023-08-19 00:00:00,105,12,1203,"3004 3028 4012 3039 3036",41,"M","W",101,231217914,8,1,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,2120,12,1243,"3003 3006 3024 3034 4025",17,"F","H",101,231217957,8,21,0
7,2023-08-20 00:00:00,2023-08-19 00:00:00,1900,12,1239,"3002 3028 3034 4025",29,"M","H",101,231217958,8,19,1
7,2023-08-20 00:00:00,2023-08-19 00:00:00,1730,12,1257,"3004 3026 4018 3029 3032 3036",53,"M","H",101,231217959,8,17,1
1,2023-08-20 00:00:00,2023-08-20 00:00:00,225,12,1213,"3004 3026 4012 3029 3036",24,"M","H",101,231217967,8,2,0
1,2023-08-20 00:00:00,2023-08-20 00:00:00,230,12,1243,"3006 3026 4012 3037 3039",60,"M","B",101,231217968,8,2,0
3,2023-08-22 00:00:00,2023-08-22 00:00:00,850,12,1263,"3004 3026 4025 3029",24,"F","B",101,231218102,8,8,0
4,2023-08-24 00:00:00,2023-08-23 00:00:00,1815,12,1208,"3003 3026 4012 3034",53,"F","B",101,231218196,8,18,1
5,2023-08-24 00:00:00,2023-08-24 00:00:00,1005,12,1218,"3003 3024 4025",24,"F","H",101,231218220,8,10,0
7,2023-08-26 00:00:00,2023-08-26 00:00:00,100,12,1267,"3006 3026 4012 3030",46,"F","B",101,231218351,8,1,0
1,2023-08-13 00:00:00,2023-08-13 00:00:00,150,13,1385,"0605 3401 3701 3037 3025 3033 3006 3029 3101 4024",24,"M","H",101,231315511,8,1,0
7,2023-08-13 00:00:00,2023-08-12 00:00:00,2130,13,1385,"3401 3701 0605 3006 3028 3033 3037 3039 3101 4024",28,"F","B",101,231315538,8,21,1
1,2023-08-13 00:00:00,2023-08-13 00:00:00,345,13,1333,"3101 3401 3701 3064 0947 3036 0605 3024 3029 4024",20,"F","H",101,231315551,8,3,0
3,2023-08-15 00:00:00,2023-08-15 00:00:00,1315,13,1342,"0605 3401 3701 3004 3024 3033 3034 3037 3101 4024",53,"M","H",101,231315681,8,13,0
1,2023-08-18 00:00:00,2023-08-13 00:00:00,50,13,1373,"0605 3004 3025 3039 3033 3035 3037 3101 4013",50,"M","B",101,231315826,8,0,5
5,2023-08-18 00:00:00,2023-08-17 00:00:00,1420,13,1352,"3401 3701 3003 0605 3026 3029 3035 3037 1218 3101",63,"M","B",101,231315827,8,14,1
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1710,13,1373,"0605 3004 3025 3029 3033 3035 3037 3101 4024",43,"F","H",101,231315828,8,17,0
7,2023-08-20 00:00:00,2023-08-19 00:00:00,2105,13,1391,"1218 3701 3401 0605 3003 3024 3029 3101 4024 3037",52,"M","H",101,231315873,8,21,1
3,2023-08-15 00:00:00,2023-08-15 00:00:00,1920,13,1347,"0605 3101 3401 3701 4013 3037 3034 3004 3028 3030",36,"M","H",101,231315686,8,19,0
3,2023-08-22 00:00:00,2023-08-22 00:00:00,1612,13,1341,"0605 3028 3033 3034 3036 3101 4024 3401 3701 3002",35,"M","H",101,231316025,8,16,0
5,2023-08-25 00:00:00,2023-08-24 00:00:00,1310,13,1362,"0605 3008 3024 3032 3035 3037 3101 4024",43,"M","H",101,231316152,8,13,1
6,2023-08-25 00:00:00,2023-08-25 00:00:00,1340,13,1373,"0605 3011 3028 3030 3034 3101 4024",22,"M","O",101,231316159,8,13,0
6,2023-08-25 00:00:00,2023-08-25 00:00:00,1805,13,1347,"0605 3004 3028 3029 3101 4024",23,"M","H",101,231316179,8,18,0
1,2023-08-07 00:00:00,2023-08-06 00:00:00,2100,14,1454,"3004 4014",32,"M","B",101,231415411,8,21,1
5,2023-08-10 00:00:00,2023-08-10 00:00:00,1400,14,1434,"3034 3037 3002 3101 3401 3701 3004 3028 4027",23,"M","H",101,231415602,8,14,0
5,2023-08-11 00:00:00,2023-08-10 00:00:00,2250,14,1466,"3004 3028 3030 4014 3035 3037 3101 3401 3701",41,"M","H",101,231415629,8,22,1
1,2023-08-13 00:00:00,2023-08-13 00:00:00,2045,14,1494,"3008 3025 3035 3036 3101 3401 3701 4014 3029",21,"M","H",101,231415737,8,20,0
7,2023-08-12 00:00:00,2023-08-12 00:00:00,1130,14,1464,"3101 3401 3701 4027 3004 3026",70,"M","O",101,231415680,8,11,0
7,2023-08-13 00:00:00,2023-08-12 00:00:00,1715,14,1441,"3025 3037 3101 3401 3701 3035 3004 3039 4014",35,"F","W",101,231415693,8,17,1
7,2023-08-13 00:00:00,2023-08-12 00:00:00,1915,15,1532,"3101 3004 3026 4026 3029 3037",54,"F","W",101,231513428,8,19,1
4,2023-08-22 00:00:00,2023-08-02 00:00:00,2220,14,1434,"4027 3004 3028 3030 3101 3401 3701",53,"M","W",101,231416122,8,22,20
3,2023-08-22 00:00:00,2023-08-22 00:00:00,755,14,1428,"3003 3025 4027 3037 3101 3401 3701",11,"F","B",101,231416126,8,7,0
3,2023-08-23 00:00:00,2023-08-22 00:00:00,2030,14,1467,"3037 3101 3401 3701 3034 3009 3024 4027",22,"M","H",101,231416156,8,20,1
3,2023-08-12 00:00:00,2023-08-08 00:00:00,100,15,1517,"3037 3101 3004 4015 3026",21,"M","H",101,231513420,8,1,4
3,2023-08-13 00:00:00,2023-08-08 00:00:00,1710,15,1544,"3103 3011 3028 3037 4015",28,"M","O",101,231513444,8,17,5
2,2023-08-15 00:00:00,2023-08-07 00:00:00,2000,15,1511,"3006 3028 4015 3030 3037 3101",53,"M","H",101,231513554,8,20,8
5,2023-08-17 00:00:00,2023-08-17 00:00:00,1430,15,1591,"3004 3024 4026 3029 3033 3035 3037",58,"M","W",101,231513662,8,14,0
1,2023-08-13 00:00:00,2023-08-13 00:00:00,650,15,1599,"3101 3011 3028 4026 3030 3034 3037",56,"M","O",101,231513431,8,6,0
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1510,14,1424,"3004 3028 3030 4027",34,"M","B",101,231415991,8,15,0
5,2023-08-22 00:00:00,2023-07-27 00:00:00,730,14,1463,"4027 3006 3028 3030 3032",61,"F","W",108,231416120,7,7,26
7,2023-08-19 00:00:00,2023-08-19 00:00:00,1030,15,1527,"3011 3028 4026 3033 3034 3037 3602",40,"F","H",104,231513678,8,10,0
7,2023-08-25 00:00:00,2023-08-19 00:00:00,2330,15,1548,"3006 3028 4015 3030 3033 3035 3037",22,"M","W",101,231513917,8,23,6
4,2023-08-26 00:00:00,2023-08-16 00:00:00,1545,15,1547,"3006 3028 4015 3030 3033 3034 3037",37,"M","H",101,231513970,8,15,10
7,2023-08-13 00:00:00,2023-08-12 00:00:00,2105,16,1665,"3101 3004 3028 4016 3030 3037",30,"M","O",101,231611019,8,21,1
6,2023-08-18 00:00:00,2023-08-18 00:00:00,820,16,1611,"3004 3028 4026 3033 3034 3037",54,"M","H",101,231611311,8,8,0
4,2023-08-18 00:00:00,2023-08-16 00:00:00,1214,16,1667,"3026 3004 4026 3029 3033 3035 3037",23,"M","H",101,231611312,8,12,2
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1215,16,1612,"3004 3028 4026 3033 3034 3037",25,"M","H",101,231611315,8,12,0
7,2023-08-20 00:00:00,2023-08-19 00:00:00,2230,16,1669,"3004 3028 4026 3033 3034 3037",36,"M","O",101,231611357,8,22,1
7,2023-08-19 00:00:00,2023-08-19 00:00:00,130,16,1684,"3602 3101 3004 3028 4026 3037 3039",39,"M","H",101,231611331,8,1,0
7,2023-08-13 00:00:00,2023-08-12 00:00:00,2350,16,1658,"3101 3006 3028 4016 3030 3037",41,"M","O",101,231611018,8,23,1
3,2023-08-08 00:00:00,2023-08-08 00:00:00,1,17,1735,"3004 3028 4017 3030 3036 3101",33,"M","O",101,231713625,8,0,0
7,2023-08-13 00:00:00,2023-08-12 00:00:00,1850,17,1747,"3037 3101 3003 3026 4026 3029 1218",39,"M","O",101,231713816,8,18,1
1,2023-08-13 00:00:00,2023-08-13 00:00:00,2240,17,1783,"3002 3028 4026 3034 3037 3039 3004 3101",53,"M","B",108,231713823,8,22,0
2,2023-08-15 00:00:00,2023-08-14 00:00:00,1600,17,1788,"4017 3004 3026 3039 3029 3602 3101",54,"M","W",101,231713864,8,16,1
6,2023-08-11 00:00:00,2023-08-11 00:00:00,1935,17,1767,"3004 3026 4026 3029 3036 3101",39,"F","O",101,231713809,8,19,0
3,2023-08-15 00:00:00,2023-08-15 00:00:00,1735,17,1794,"3036 4026 3003 3024 3101",49,"M","H",101,231713915,8,17,0
7,2023-06-03 00:00:00,2023-06-03 00:00:00,130,18,1846,"3003 3024 4025 3029",55,"F","B",101,231811398,6,1,0
1,2023-05-28 00:00:00,2023-05-28 00:00:00,1045,20,2025,"3004 3026 3029 3038 4027 3035 3037 3101 3401 3701",73,"M","A",101,232010811,5,10,0
5,2023-08-17 00:00:00,2023-08-17 00:00:00,2015,17,1727,"3011 3024 4026 3037 3034 3101",99,"M","O",101,231713993,8,20,0
2,2023-08-21 00:00:00,2023-08-21 00:00:00,1720,17,1749,"3013 3024 4026 3037 3602 3101",21,"M","H",101,231714097,8,17,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,700,17,1705,"3004 3028 4026 3030 3037 3101",45,"M","O",101,231714054,8,7,0
5,2023-08-24 00:00:00,2023-08-24 00:00:00,900,17,1798,"3004 3026 4017 3029",33,"M","H",101,231714204,8,9,0
6,2023-08-18 00:00:00,2023-08-18 00:00:00,820,18,1824,"3004 3028 3034 4025",99,"M","W",101,231815185,8,8,0
2,2023-08-21 00:00:00,2023-08-21 00:00:00,40,18,1806,"3006 3028 3030 2018",99,"M","H",101,231815277,8,0,0
4,2023-05-31 00:00:00,2023-05-31 00:00:00,955,19,1913,"3101 3026 3004 4026 3029 3037",40,"F","H",101,231909942,5,9,0
5,2023-06-02 00:00:00,2023-06-01 00:00:00,250,5,503,"3003 3024 3029 4025 1218",36,"M","H",101,230509471,6,2,1
1,2023-08-21 00:00:00,2023-08-20 00:00:00,2010,18,1881,"3008 3024 3029 4025",54,"M","H",101,231815281,8,20,1
1,2023-08-21 00:00:00,2023-07-23 00:00:00,1400,18,1837,"3004 3028 4018",34,"F","H",101,231815300,7,14,29
2,2023-08-21 00:00:00,2023-08-21 00:00:00,1100,18,1822,"3004 3028 4025 3034",60,"M","B",101,231815313,8,11,0
5,2023-08-11 00:00:00,2023-08-10 00:00:00,1700,19,1967,"3011 3025 3034 3037 3101 4026",40,"F","H",101,231912695,8,17,1
3,2023-08-22 00:00:00,2023-08-22 00:00:00,840,18,1864,"3004 3028 3030 3034 4025",36,"F","B",101,231815359,8,8,0
6,2023-08-11 00:00:00,2023-08-11 00:00:00,1510,19,1908,"3006 3028 4026 3037 3039 3101",56,"M","H",101,231912706,8,15,0
7,2023-08-13 00:00:00,2023-08-12 00:00:00,1550,19,1985,"2004 3036 3602 3101 3004 3028 4019",29,"F","H",101,231912759,8,15,1
1,2023-08-13 00:00:00,2023-08-13 00:00:00,45,19,1934,"3004 3026 4019 3101",45,"M","H",101,231912777,8,0,0
1,2023-08-14 00:00:00,2023-08-13 00:00:00,1615,19,1984,"3006 3028 4026 3030 3034 3101",40,"M","H",101,231912791,8,16,1
2,2023-08-15 00:00:00,2023-08-14 00:00:00,2255,19,1969,"3004 3028 3030 3102 4019",26,"M","H",101,231912831,8,22,1
3,2023-08-16 00:00:00,2023-08-15 00:00:00,1950,19,1967,"3012 3028 4019 3030 3034 3036 3101",22,"M","W",102,231912873,8,19,1
6,2023-08-19 00:00:00,2023-08-18 00:00:00,200,19,1959,"1218 3003 3026 4019 3029 3036 3101",46,"M","H",101,231913010,8,2,1
5,2023-08-17 00:00:00,2023-08-17 00:00:00,1525,19,1921,"4026 1402",99,"M","O",101,231912972,8,15,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,925,19,1956,"3101 3004 3024 4019 3036",55,"F","H",101,231913035,8,9,0
6,2023-08-25 00:00:00,2023-08-25 00:00:00,1405,19,1984,"3004 3024 4026 3032 3035 3036 3602",88,"M","W",101,231913280,8,14,0
4,2023-08-16 00:00:00,2023-07-26 00:00:00,2000,20,2015,"4020 3004 3026 3029 3037 3101 3401 3701",46,"M","H",101,232014166,7,20,21
4,2023-08-22 00:00:00,2023-08-16 00:00:00,1107,20,2099,"3006 3028 3030 3035 3037 3101 3401 3701 4020",42,"M","H",101,232014223,8,11,6
3,2023-08-15 00:00:00,2023-08-15 00:00:00,630,20,2036,"3004 3026 3034 3037 3029 4027 3101 3401 3701",52,"M","H",101,232014105,8,6,0
4,2023-08-03 00:00:00,2023-08-02 00:00:00,2215,21,2196,"3011 3028 4026 3030 3034 3037 3101",99,"M","O",101,232112410,8,22,1
3,2023-08-24 00:00:00,2023-07-25 00:00:00,1830,20,2053,"4027 3006 3028 3030",31,"M","H",101,232014503,7,18,30
1,2023-08-22 00:00:00,2023-08-20 00:00:00,250,20,2055,"3011 3030 3034 3037 3101 3401 3701 4020 3028",23,"X","X",101,232014372,8,2,2
4,2023-08-24 00:00:00,2023-08-23 00:00:00,1,20,2069,"3006 3030 3034 4027 3101 3401 3701",51,"M","H",108,232014497,8,0,1
2,2023-08-22 00:00:00,2023-08-21 00:00:00,2125,20,2029,"3004 3026 3029 4027 3034 3037 3101 3401 3701",26,"F","O",101,232014389,8,21,1
6,2023-08-25 00:00:00,2023-08-25 00:00:00,1030,20,2019,"4027",54,"M","H",108,232014533,8,10,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,55,21,2177,"3004 3026 4026 3033 3035 3036",50,"M","H",101,232113083,8,0,0
4,2023-08-24 00:00:00,2023-08-23 00:00:00,2345,21,2145,"3101 3003 3026 3029 4021",20,"M","B",101,232113261,8,23,1
4,2023-08-16 00:00:00,2023-08-16 00:00:00,1815,21,2187,"3003 3024 4026 3037 3101",26,"F","B",101,232112953,8,18,0
2,2023-08-14 00:00:00,2023-08-14 00:00:00,2100,21,2187,"3025 4026 3037 3039 3101 3006",44,"M","O",101,232112875,8,21,0
4,2023-08-17 00:00:00,2023-08-16 00:00:00,1700,21,2143,"3003 3026 4021 3029 3104",19,"F","H",101,232112995,8,17,1
6,2024-02-16 00:00:00,2023-10-13 00:00:00,1920,6,678,"3036 3101 3401 3701 3035 4027 3003 3025 3029",35,"M","W",101,240606204,10,19,126
4,2024-03-20 00:00:00,2023-06-28 00:00:00,1815,1,152,"3101 3401 3701 3002 0605 3004 3028 4024 3033 3037",36,"F","A",101,240109280,6,18,266
1,2023-06-05 00:00:00,2023-06-04 00:00:00,2105,12,1249,"4025 3004 3028 3030",37,"M","H",101,231213333,6,21,1
2,2023-06-05 00:00:00,2023-06-05 00:00:00,1955,12,1255,"4025 3004 3028 3034 3036",69,"M","W",101,231213381,6,19,0
1,2023-08-22 00:00:00,2023-08-13 00:00:00,5,1,182,"0605 4024 3030",50,"M","H",101,230118323,8,0,9
5,2023-08-25 00:00:00,2023-08-24 00:00:00,1400,1,118,"3701 3101 3401 4024 3006 3037 3033 0605 3028 3030",59,"M","H",101,230118527,8,14,1
5,2023-08-17 00:00:00,2023-08-17 00:00:00,1705,2,248,"3033 3037 3101 4002 3029 0605 3006 3026 3401 3701",50,"M","H",101,230215610,8,17,0
2,2023-08-21 00:00:00,2023-08-21 00:00:00,300,2,201,"0605 3028 3030 3033 3037 3101 3004 3401 3701 4002",28,"F","B",101,230215753,8,3,0
6,2023-08-25 00:00:00,2023-08-25 00:00:00,1450,2,204,"0605 3004 3028 3030 3033 3037 3101 4024 3401 3701",36,"F","W",101,230216076,8,14,0
5,2023-08-22 00:00:00,2023-08-17 00:00:00,1032,4,473,"3004 3028 3030 3033 3036 3101 0605 3401 3701 4004",33,"F","H",101,230411604,8,10,5
3,2023-08-23 00:00:00,2023-08-22 00:00:00,745,4,424,"3004 3026 3038 3101 4004 0605 3401 3701 3037 3033",62,"M","W",101,230411641,8,7,1
4,2023-08-17 00:00:00,2023-08-16 00:00:00,2250,7,701,"4027 1402 3004 3026 3037 3038 3101 3401 3701",35,"M","H",101,230713371,8,22,1
2,2023-08-14 00:00:00,2023-08-14 00:00:00,1716,9,964,"3028 3102 3006 4026 3030 3034 3037",39,"M","W",108,230912992,8,17,0
2,2023-08-22 00:00:00,2023-08-21 00:00:00,1250,9,941,"3004 3101 3025 4026 3034 3037",59,"M","H",101,230913273,8,12,1
4,2023-08-23 00:00:00,2023-08-23 00:00:00,1045,9,994,"3101 3011 3028 4026 3034 3037",30,"M","O",101,230913299,8,10,0
1,2023-08-24 00:00:00,2023-08-20 00:00:00,2305,9,909,"3006 3037 3101 3028 4009 3030",99,"M","O",101,230913347,8,23,4
4,2023-08-24 00:00:00,2023-08-23 00:00:00,810,9,905,"3101 3004 3026 4026 3029 3037",51,"F","O",101,230913341,8,8,1
6,2023-08-18 00:00:00,2023-08-18 00:00:00,1040,10,1018,"3003 3026 4026 3029 3032 3037 3102",26,"F","H",101,231012653,8,10,0
7,2023-08-19 00:00:00,2023-08-19 00:00:00,1610,10,1034,"3026 3011 4026 3029 3034 3037 3101",22,"M","O",101,231012681,8,16,0
1,2023-08-20 00:00:00,2023-08-20 00:00:00,1815,10,1021,"3037 3101 3004 3026 4026 3602",22,"M","W",101,231012722,8,18,0
4,2023-08-17 00:00:00,2023-08-16 00:00:00,2100,11,1127,"3008 3026 4011 0605 3101 3401 3701 3037 3030 3033",43,"M","H",101,231112299,8,21,1
3,2023-08-23 00:00:00,2023-08-22 00:00:00,2120,11,1115,"3401 3701 0605 3006 3028 3030 3033 3037 3101 4011",35,"M","H",101,231112538,8,21,1
6,2023-08-26 00:00:00,2023-08-25 00:00:00,2030,11,1153,"3401 3701 3036 3038 0605 3004 3025 3033 3101 4024",19,"F","H",101,231112663,8,20,1
1,2023-08-14 00:00:00,2023-08-06 00:00:00,426,12,1258,"4025 3004 3028 3030 3101",31,"M","H",101,231217603,8,4,8
2,2023-08-21 00:00:00,2023-08-21 00:00:00,635,13,1341,"0605 3401 3701 3033 3004 3028 3030 3037 3101 4024",46,"M","H",101,231315924,8,6,0
4,2023-08-23 00:00:00,2023-08-23 00:00:00,735,13,1313,"3401 3701 3036 3101 0605 3003 3026 3029 3034 4024",62,"F","B",101,231316071,8,7,0
7,2023-08-25 00:00:00,2023-07-22 00:00:00,2209,13,1377,"0605 4024 3030",39,"F","B",101,231316142,7,22,34
6,2023-08-25 00:00:00,2023-08-25 00:00:00,1700,13,1323,"0605 3008 3025 3029 3037 3101 4024 3401 3701 3033",52,"M","H",101,231316176,8,17,0
7,2023-08-05 00:00:00,2023-08-05 00:00:00,1908,15,1525,"4015",66,"M","B",101,231513121,8,19,0
7,2023-08-05 00:00:00,2023-08-05 00:00:00,2200,15,1525,"4015",47,"M","W",101,231513122,8,22,0
2,2023-06-02 00:00:00,2023-05-29 00:00:00,950,16,1618,"3037 3101 4026 3006 3028 3034",99,"F","H",101,231608761,5,9,4
